Date,Product ID,Product Quantity,Units sold,Day,Month,Year,DayOfWeek,Category,DayType,Week_of_Year,Rainfall
2022-01-26,0,80ML,30,26,1,2022,Wednesday,YOGHURT,Weekday,4,0.0
2022-01-26,0,80ML,2,26,1,2022,Wednesday,YOGHURT,Weekday,4,0.0
2022-01-26,0,80ML,10,26,1,2022,Wednesday,YOGHURT,Weekday,4,0.0
2022-01-27,0,80ML,8,27,1,2022,Thursday,YOGHURT,Weekday,4,0.0
2022-01-27,0,80ML,4,27,1,2022,Thursday,YOGHURT,Weekday,4,0.0
2022-01-25,0,80ML,30,25,1,2022,Tuesday,YOGHURT,Weekday,4,0.0
2022-01-25,0,80ML,7,25,1,2022,Tuesday,YOGHURT,Weekday,4,0.0
2022-01-26,0,80ML,30,26,1,2022,Wednesday,YOGHURT,Weekday,4,0.0
2022-01-26,0,80ML,6,26,1,2022,Wednesday,YOGHURT,Weekday,4,0.0
2022-01-27,0,80ML,54,27,1,2022,Thursday,YOGHURT,Weekday,4,0.0
2022-01-27,0,80ML,12,27,1,2022,Thursday,YOGHURT,Weekday,4,0.0
2022-01-27,0,80ML,6,27,1,2022,Thursday,YOGHURT,Weekday,4,0.0
2022-01-28,0,80ML,4,28,1,2022,Friday,YOGHURT,Weekday,4,0.0
2022-01-28,0,80ML,6,28,1,2022,Friday,YOGHURT,Weekday,4,0.0
2022-01-28,0,80ML,22,28,1,2022,Friday,YOGHURT,Weekday,4,0.0
2022-01-28,0,80ML,18,28,1,2022,Friday,YOGHURT,Weekday,4,0.0
2022-01-28,0,80ML,4,28,1,2022,Friday,YOGHURT,Weekday,4,0.0
2022-01-28,0,80ML,1,28,1,2022,Friday,YOGHURT,Weekday,4,0.0
2022-01-28,0,80ML,26,28,1,2022,Friday,YOGHURT,Weekday,4,0.0
2022-01-28,0,80ML,1,28,1,2022,Friday,YOGHURT,Weekday,4,0.0
2022-01-29,0,80ML,7,29,1,2022,Saturday,YOGHURT,Weekend,4,0.0
2022-01-29,0,80ML,12,29,1,2022,Saturday,YOGHURT,Weekend,4,0.0
2022-01-29,0,80ML,6,29,1,2022,Saturday,YOGHURT,Weekend,4,0.0
2022-01-29,0,80ML,4,29,1,2022,Saturday,YOGHURT,Weekend,4,0.0
2022-01-29,0,80ML,3,29,1,2022,Saturday,YOGHURT,Weekend,4,0.0
2022-01-29,0,80ML,4,29,1,2022,Saturday,YOGHURT,Weekend,4,0.0
2022-01-29,0,80ML,2,29,1,2022,Saturday,YOGHURT,Weekend,4,0.0
2022-02-01,0,80ML,2,1,2,2022,Tuesday,YOGHURT,Weekday,5,0.0
2022-02-01,0,80ML,3,1,2,2022,Tuesday,YOGHURT,Weekday,5,0.0
2022-01-30,0,80ML,8,30,1,2022,Sunday,YOGHURT,Weekend,4,0.0
2022-01-31,0,80ML,32,31,1,2022,Monday,YOGHURT,Weekday,5,0.0
2022-02-02,0,80ML,11,2,2,2022,Wednesday,YOGHURT,Weekday,5,0.0
2022-01-30,0,80ML,45,30,1,2022,Sunday,YOGHURT,Weekend,4,0.0
2022-01-30,0,80ML,6,30,1,2022,Sunday,YOGHURT,Weekend,4,0.0
2022-01-31,0,80ML,1,31,1,2022,Monday,YOGHURT,Weekday,5,0.0
2022-02-01,0,80ML,35,1,2,2022,Tuesday,YOGHURT,Weekday,5,0.0
2022-02-01,0,80ML,30,1,2,2022,Tuesday,YOGHURT,Weekday,5,0.0
2022-02-02,0,80ML,6,2,2,2022,Wednesday,YOGHURT,Weekday,5,0.0
2022-01-30,0,80ML,5,30,1,2022,Sunday,YOGHURT,Weekend,4,0.0
2022-01-30,0,80ML,29,30,1,2022,Sunday,YOGHURT,Weekend,4,0.0
2022-01-31,0,80ML,18,31,1,2022,Monday,YOGHURT,Weekday,5,0.0
2022-02-12,0,80ML,18,12,2,2022,Saturday,YOGHURT,Weekend,6,19.2
2022-02-12,0,80ML,54,12,2,2022,Saturday,YOGHURT,Weekend,6,19.2
2022-02-12,0,80ML,6,12,2,2022,Saturday,YOGHURT,Weekend,6,19.2
2022-03-07,0,80ML,3,7,3,2022,Monday,YOGHURT,Weekday,10,0.0
2022-03-07,0,80ML,5,7,3,2022,Monday,YOGHURT,Weekday,10,0.0
2022-03-08,0,80ML,6,8,3,2022,Tuesday,YOGHURT,Weekday,10,0.5
2022-03-08,0,80ML,2,8,3,2022,Tuesday,YOGHURT,Weekday,10,0.5
2022-02-12,0,80ML,4,12,2,2022,Saturday,YOGHURT,Weekend,6,19.2
2022-02-12,0,80ML,6,12,2,2022,Saturday,YOGHURT,Weekend,6,19.2
2022-02-12,0,80ML,12,12,2,2022,Saturday,YOGHURT,Weekend,6,19.2
2022-02-06,0,80ML,7,6,2,2022,Sunday,YOGHURT,Weekend,5,0.0
2022-02-06,0,80ML,2,6,2,2022,Sunday,YOGHURT,Weekend,5,0.0
2022-02-06,0,80ML,6,6,2,2022,Sunday,YOGHURT,Weekend,5,0.0
2022-02-05,0,80ML,26,5,2,2022,Saturday,YOGHURT,Weekend,5,0.0
2022-02-05,0,80ML,44,5,2,2022,Saturday,YOGHURT,Weekend,5,0.0
2022-02-03,0,80ML,43,3,2,2022,Thursday,YOGHURT,Weekday,5,0.0
2022-02-03,0,80ML,12,3,2,2022,Thursday,YOGHURT,Weekday,5,0.0
2022-02-03,0,80ML,7,3,2,2022,Thursday,YOGHURT,Weekday,5,0.0
2022-02-03,0,80ML,10,3,2,2022,Thursday,YOGHURT,Weekday,5,0.0
2022-02-03,0,80ML,1,3,2,2022,Thursday,YOGHURT,Weekday,5,0.0
2022-02-03,0,80ML,27,3,2,2022,Thursday,YOGHURT,Weekday,5,0.0
2022-02-02,0,80ML,5,2,2,2022,Wednesday,YOGHURT,Weekday,5,0.0
2022-02-02,0,80ML,7,2,2,2022,Wednesday,YOGHURT,Weekday,5,0.0
2022-02-02,0,80ML,5,2,2,2022,Wednesday,YOGHURT,Weekday,5,0.0
2022-02-02,0,80ML,16,2,2,2022,Wednesday,YOGHURT,Weekday,5,0.0
2022-02-02,0,80ML,6,2,2,2022,Wednesday,YOGHURT,Weekday,5,0.0
2022-02-02,0,80ML,24,2,2,2022,Wednesday,YOGHURT,Weekday,5,0.0
2022-02-02,0,80ML,32,2,2,2022,Wednesday,YOGHURT,Weekday,5,0.0
2022-01-31,0,80ML,6,31,1,2022,Monday,YOGHURT,Weekday,5,0.0
2022-01-31,0,80ML,8,31,1,2022,Monday,YOGHURT,Weekday,5,0.0
2022-01-31,0,80ML,16,31,1,2022,Monday,YOGHURT,Weekday,5,0.0
2022-01-30,0,80ML,10,30,1,2022,Sunday,YOGHURT,Weekend,4,0.0
2022-02-01,0,80ML,50,1,2,2022,Tuesday,YOGHURT,Weekday,5,0.0
2022-02-01,0,80ML,2,1,2,2022,Tuesday,YOGHURT,Weekday,5,0.0
2022-01-29,0,80ML,30,29,1,2022,Saturday,YOGHURT,Weekend,4,0.0
2022-01-29,0,80ML,3,29,1,2022,Saturday,YOGHURT,Weekend,4,0.0
2022-03-16,0,80ML,1,16,3,2022,Wednesday,YOGHURT,Weekday,11,0.0
2022-03-15,0,80ML,5,15,3,2022,Tuesday,YOGHURT,Weekday,11,0.0
2022-03-15,0,80ML,14,15,3,2022,Tuesday,YOGHURT,Weekday,11,0.0
2022-03-12,0,80ML,5,12,3,2022,Saturday,YOGHURT,Weekend,10,33.2
2022-03-12,0,80ML,1,12,3,2022,Saturday,YOGHURT,Weekend,10,33.2
2022-03-11,0,80ML,2,11,3,2022,Friday,YOGHURT,Weekday,10,0.9
2022-03-10,0,80ML,8,10,3,2022,Thursday,YOGHURT,Weekday,10,0.0
2022-03-10,0,80ML,10,10,3,2022,Thursday,YOGHURT,Weekday,10,0.0
2022-03-10,0,80ML,2,10,3,2022,Thursday,YOGHURT,Weekday,10,0.0
2022-03-10,0,80ML,50,10,3,2022,Thursday,YOGHURT,Weekday,10,0.0
2022-03-10,0,80ML,6,10,3,2022,Thursday,YOGHURT,Weekday,10,0.0
2022-03-10,0,80ML,6,10,3,2022,Thursday,YOGHURT,Weekday,10,0.0
2022-03-07,0,80ML,9,7,3,2022,Monday,YOGHURT,Weekday,10,0.0
2022-03-07,0,80ML,19,7,3,2022,Monday,YOGHURT,Weekday,10,0.0
2022-03-08,0,80ML,6,8,3,2022,Tuesday,YOGHURT,Weekday,10,0.5
2022-03-08,0,80ML,6,8,3,2022,Tuesday,YOGHURT,Weekday,10,0.5
2022-03-08,0,80ML,8,8,3,2022,Tuesday,YOGHURT,Weekday,10,0.5
2022-03-07,0,80ML,31,7,3,2022,Monday,YOGHURT,Weekday,10,0.0
2022-03-07,0,80ML,18,7,3,2022,Monday,YOGHURT,Weekday,10,0.0
2022-03-08,0,80ML,4,8,3,2022,Tuesday,YOGHURT,Weekday,10,0.5
2022-03-08,0,80ML,30,8,3,2022,Tuesday,YOGHURT,Weekday,10,0.5
2022-03-07,0,80ML,3,7,3,2022,Monday,YOGHURT,Weekday,10,0.0
2022-03-07,0,80ML,20,7,3,2022,Monday,YOGHURT,Weekday,10,0.0
2022-03-06,0,80ML,11,6,3,2022,Sunday,YOGHURT,Weekend,9,0.0
2022-03-05,0,80ML,5,5,3,2022,Saturday,YOGHURT,Weekend,9,0.0
2022-03-05,0,80ML,3,5,3,2022,Saturday,YOGHURT,Weekend,9,0.0
2022-03-05,0,80ML,1,5,3,2022,Saturday,YOGHURT,Weekend,9,0.0
2022-03-05,0,80ML,10,5,3,2022,Saturday,YOGHURT,Weekend,9,0.0
2022-03-03,0,80ML,4,3,3,2022,Thursday,YOGHURT,Weekday,9,0.0
2022-03-03,0,80ML,6,3,3,2022,Thursday,YOGHURT,Weekday,9,0.0
2022-03-01,0,80ML,6,1,3,2022,Tuesday,YOGHURT,Weekday,9,0.0
2022-03-01,0,80ML,12,1,3,2022,Tuesday,YOGHURT,Weekday,9,0.0
2022-03-01,0,80ML,41,1,3,2022,Tuesday,YOGHURT,Weekday,9,0.0
2022-03-01,0,80ML,12,1,3,2022,Tuesday,YOGHURT,Weekday,9,0.0
2022-03-01,0,80ML,12,1,3,2022,Tuesday,YOGHURT,Weekday,9,0.0
2022-02-28,0,80ML,6,28,2,2022,Monday,YOGHURT,Weekday,9,0.0
2022-02-28,0,80ML,6,28,2,2022,Monday,YOGHURT,Weekday,9,0.0
2022-02-28,0,80ML,69,28,2,2022,Monday,YOGHURT,Weekday,9,0.0
2022-02-28,0,80ML,32,28,2,2022,Monday,YOGHURT,Weekday,9,0.0
2022-02-27,0,80ML,85,27,2,2022,Sunday,YOGHURT,Weekend,8,0.0
2022-02-27,0,80ML,6,27,2,2022,Sunday,YOGHURT,Weekend,8,0.0
2022-02-27,0,80ML,17,27,2,2022,Sunday,YOGHURT,Weekend,8,0.0
2022-02-27,0,80ML,5,27,2,2022,Sunday,YOGHURT,Weekend,8,0.0
2022-02-27,0,80ML,46,27,2,2022,Sunday,YOGHURT,Weekend,8,0.0
2022-02-27,0,80ML,74,27,2,2022,Sunday,YOGHURT,Weekend,8,0.0
2022-02-27,0,80ML,9,27,2,2022,Sunday,YOGHURT,Weekend,8,0.0
2022-02-27,0,80ML,43,27,2,2022,Sunday,YOGHURT,Weekend,8,0.0
2022-02-26,0,80ML,1,26,2,2022,Saturday,YOGHURT,Weekend,8,3.1
2022-02-26,0,80ML,4,26,2,2022,Saturday,YOGHURT,Weekend,8,3.1
2022-02-26,0,80ML,18,26,2,2022,Saturday,YOGHURT,Weekend,8,3.1
2022-02-26,0,80ML,4,26,2,2022,Saturday,YOGHURT,Weekend,8,3.1
2022-02-26,0,80ML,4,26,2,2022,Saturday,YOGHURT,Weekend,8,3.1
2022-02-26,0,80ML,2,26,2,2022,Saturday,YOGHURT,Weekend,8,3.1
2022-02-26,0,80ML,34,26,2,2022,Saturday,YOGHURT,Weekend,8,3.1
2022-02-26,0,80ML,6,26,2,2022,Saturday,YOGHURT,Weekend,8,3.1
2022-02-25,0,80ML,20,25,2,2022,Friday,YOGHURT,Weekday,8,0.8
2022-02-25,0,80ML,5,25,2,2022,Friday,YOGHURT,Weekday,8,0.8
2022-02-25,0,80ML,2,25,2,2022,Friday,YOGHURT,Weekday,8,0.8
2022-02-25,0,80ML,1,25,2,2022,Friday,YOGHURT,Weekday,8,0.8
2022-02-25,0,80ML,21,25,2,2022,Friday,YOGHURT,Weekday,8,0.8
2022-02-24,0,80ML,16,24,2,2022,Thursday,YOGHURT,Weekday,8,1.3
2022-02-23,0,80ML,2,23,2,2022,Wednesday,YOGHURT,Weekday,8,0.3
2022-02-23,0,80ML,3,23,2,2022,Wednesday,YOGHURT,Weekday,8,0.3
2022-02-22,0,80ML,8,22,2,2022,Tuesday,YOGHURT,Weekday,8,0.0
2022-02-22,0,80ML,6,22,2,2022,Tuesday,YOGHURT,Weekday,8,0.0
2022-02-20,0,80ML,2,20,2,2022,Sunday,YOGHURT,Weekend,7,0.0
2022-02-20,0,80ML,33,20,2,2022,Sunday,YOGHURT,Weekend,7,0.0
2022-02-20,0,80ML,5,20,2,2022,Sunday,YOGHURT,Weekend,7,0.0
2022-02-19,0,80ML,5,19,2,2022,Saturday,YOGHURT,Weekend,7,0.0
2022-02-19,0,80ML,9,19,2,2022,Saturday,YOGHURT,Weekend,7,0.0
2022-02-20,0,80ML,3,20,2,2022,Sunday,YOGHURT,Weekend,7,0.0
2022-02-19,0,80ML,3,19,2,2022,Saturday,YOGHURT,Weekend,7,0.0
2022-02-19,0,80ML,10,19,2,2022,Saturday,YOGHURT,Weekend,7,0.0
2022-02-18,0,80ML,3,18,2,2022,Friday,YOGHURT,Weekday,7,0.0
2022-02-16,0,80ML,1,16,2,2022,Wednesday,YOGHURT,Weekday,7,0.0
2022-02-16,0,80ML,8,16,2,2022,Wednesday,YOGHURT,Weekday,7,0.0
2022-02-16,0,80ML,6,16,2,2022,Wednesday,YOGHURT,Weekday,7,0.0
2022-02-15,0,80ML,13,15,2,2022,Tuesday,YOGHURT,Weekday,7,0.0
2022-02-15,0,80ML,22,15,2,2022,Tuesday,YOGHURT,Weekday,7,0.0
2022-02-17,0,80ML,9,17,2,2022,Thursday,YOGHURT,Weekday,7,0.0
2022-02-17,0,80ML,3,17,2,2022,Thursday,YOGHURT,Weekday,7,0.0
2022-02-17,0,80ML,16,17,2,2022,Thursday,YOGHURT,Weekday,7,0.0
2022-02-15,0,80ML,8,15,2,2022,Tuesday,YOGHURT,Weekday,7,0.0
2022-02-14,0,80ML,4,14,2,2022,Monday,YOGHURT,Weekday,7,0.0
2022-02-14,0,80ML,1,14,2,2022,Monday,YOGHURT,Weekday,7,0.0
2022-02-14,0,80ML,16,14,2,2022,Monday,YOGHURT,Weekday,7,0.0
2022-02-14,0,80ML,24,14,2,2022,Monday,YOGHURT,Weekday,7,0.0
2022-02-13,0,80ML,7,13,2,2022,Sunday,YOGHURT,Weekend,6,0.0
2022-02-13,0,80ML,1,13,2,2022,Sunday,YOGHURT,Weekend,6,0.0
2022-02-13,0,80ML,17,13,2,2022,Sunday,YOGHURT,Weekend,6,0.0
2022-02-13,0,80ML,6,13,2,2022,Sunday,YOGHURT,Weekend,6,0.0
2022-02-13,0,80ML,4,13,2,2022,Sunday,YOGHURT,Weekend,6,0.0
2022-02-13,0,80ML,16,13,2,2022,Sunday,YOGHURT,Weekend,6,0.0
2022-03-17,0,80ML,10,17,3,2022,Thursday,YOGHURT,Weekday,11,0.0
2022-03-17,0,80ML,3,17,3,2022,Thursday,YOGHURT,Weekday,11,0.0
2022-03-17,0,80ML,2,17,3,2022,Thursday,YOGHURT,Weekday,11,0.0
2022-02-11,0,80ML,2,11,2,2022,Friday,YOGHURT,Weekday,6,0.2
2022-02-11,0,80ML,6,11,2,2022,Friday,YOGHURT,Weekday,6,0.2
2022-02-11,0,80ML,6,11,2,2022,Friday,YOGHURT,Weekday,6,0.2
2022-02-11,0,80ML,30,11,2,2022,Friday,YOGHURT,Weekday,6,0.2
2022-02-10,0,80ML,10,10,2,2022,Thursday,YOGHURT,Weekday,6,0.0
2022-02-10,0,80ML,6,10,2,2022,Thursday,YOGHURT,Weekday,6,0.0
2022-02-10,0,80ML,29,10,2,2022,Thursday,YOGHURT,Weekday,6,0.0
2022-02-10,0,80ML,13,10,2,2022,Thursday,YOGHURT,Weekday,6,0.0
2022-02-10,0,80ML,8,10,2,2022,Thursday,YOGHURT,Weekday,6,0.0
2022-02-10,0,80ML,6,10,2,2022,Thursday,YOGHURT,Weekday,6,0.0
2022-02-10,0,80ML,14,10,2,2022,Thursday,YOGHURT,Weekday,6,0.0
2022-02-09,0,80ML,5,9,2,2022,Wednesday,YOGHURT,Weekday,6,0.0
2022-02-09,0,80ML,2,9,2,2022,Wednesday,YOGHURT,Weekday,6,0.0
2022-02-09,0,80ML,8,9,2,2022,Wednesday,YOGHURT,Weekday,6,0.0
2022-02-09,0,80ML,2,9,2,2022,Wednesday,YOGHURT,Weekday,6,0.0
2022-02-09,0,80ML,24,9,2,2022,Wednesday,YOGHURT,Weekday,6,0.0
2022-02-09,0,80ML,6,9,2,2022,Wednesday,YOGHURT,Weekday,6,0.0
2022-02-09,0,80ML,20,9,2,2022,Wednesday,YOGHURT,Weekday,6,0.0
2022-02-09,0,80ML,6,9,2,2022,Wednesday,YOGHURT,Weekday,6,0.0
