Product ID,Day,Month,Year,Week_of_Year,Rainfall,Category,DayOfWeek,IsAHoliday,Units Sold
0,24,1,2022,4,58.6,YOGHURT,1,0,6
0,24,1,2022,4,58.6,YOGHURT,1,0,2
0,24,1,2022,4,58.6,YOGHURT,1,0,47
0,24,1,2022,4,58.6,YOGHURT,1,0,12
0,24,1,2022,4,58.6,YOGHURT,1,0,5
0,24,1,2022,4,58.6,YOGHURT,1,0,2
0,25,1,2022,4,0.0,YOGHURT,2,0,6
0,25,1,2022,4,0.0,YOGHURT,2,0,30
0,26,1,2022,4,0.0,YOGHURT,3,0,19
0,26,1,2022,4,0.0,YOGHURT,3,0,7
0,26,1,2022,4,0.0,YOGHURT,3,0,3
0,27,1,2022,4,0.0,YOGHURT,4,0,28
0,27,1,2022,4,0.0,YOGHURT,4,0,28
0,25,1,2022,4,0.0,YOGHURT,2,0,24
0,25,1,2022,4,0.0,YOGHURT,2,0,3
0,26,1,2022,4,0.0,YOGHURT,3,0,30
0,26,1,2022,4,0.0,YOGHURT,3,0,2
0,26,1,2022,4,0.0,YOGHURT,3,0,10
0,27,1,2022,4,0.0,YOGHURT,4,0,8
0,27,1,2022,4,0.0,YOGHURT,4,0,4
0,25,1,2022,4,0.0,YOGHURT,2,0,30
0,25,1,2022,4,0.0,YOGHURT,2,0,7
0,26,1,2022,4,0.0,YOGHURT,3,0,30
0,26,1,2022,4,0.0,YOGHURT,3,0,6
0,27,1,2022,4,0.0,YOGHURT,4,0,54
0,27,1,2022,4,0.0,YOGHURT,4,0,12
0,27,1,2022,4,0.0,YOGHURT,4,0,6
0,28,1,2022,4,0.0,YOGHURT,5,0,4
0,28,1,2022,4,0.0,YOGHURT,5,0,6
0,28,1,2022,4,0.0,YOGHURT,5,0,22
0,28,1,2022,4,0.0,YOGHURT,5,0,18
0,28,1,2022,4,0.0,YOGHURT,5,0,4
0,28,1,2022,4,0.0,YOGHURT,5,0,1
0,28,1,2022,4,0.0,YOGHURT,5,0,26
0,28,1,2022,4,0.0,YOGHURT,5,0,1
0,29,1,2022,4,0.0,YOGHURT,6,1,7
0,29,1,2022,4,0.0,YOGHURT,6,1,12
0,29,1,2022,4,0.0,YOGHURT,6,1,6
0,29,1,2022,4,0.0,YOGHURT,6,1,4
0,29,1,2022,4,0.0,YOGHURT,6,1,3
0,29,1,2022,4,0.0,YOGHURT,6,1,4
0,29,1,2022,4,0.0,YOGHURT,6,1,2
0,1,2,2022,5,0.0,YOGHURT,2,0,2
0,1,2,2022,5,0.0,YOGHURT,2,0,3
0,30,1,2022,4,0.0,YOGHURT,7,1,8
0,31,1,2022,5,0.0,YOGHURT,1,0,32
0,2,2,2022,5,0.0,YOGHURT,3,0,11
0,30,1,2022,4,0.0,YOGHURT,7,1,45
0,30,1,2022,4,0.0,YOGHURT,7,1,6
0,31,1,2022,5,0.0,YOGHURT,1,0,1
0,1,2,2022,5,0.0,YOGHURT,2,0,35
0,1,2,2022,5,0.0,YOGHURT,2,0,30
0,2,2,2022,5,0.0,YOGHURT,3,0,6
0,30,1,2022,4,0.0,YOGHURT,7,1,5
0,30,1,2022,4,0.0,YOGHURT,7,1,29
0,31,1,2022,5,0.0,YOGHURT,1,0,18
0,12,2,2022,6,19.2,YOGHURT,6,1,18
0,12,2,2022,6,19.2,YOGHURT,6,1,54
0,12,2,2022,6,19.2,YOGHURT,6,1,6
0,7,3,2022,10,0.0,YOGHURT,1,0,3
0,7,3,2022,10,0.0,YOGHURT,1,0,5
0,8,3,2022,10,0.5,YOGHURT,2,0,6
0,8,3,2022,10,0.5,YOGHURT,2,0,2
0,12,2,2022,6,19.2,YOGHURT,6,1,4
0,12,2,2022,6,19.2,YOGHURT,6,1,6
0,12,2,2022,6,19.2,YOGHURT,6,1,12
0,6,2,2022,5,0.0,YOGHURT,7,1,7
0,6,2,2022,5,0.0,YOGHURT,7,1,2
0,6,2,2022,5,0.0,YOGHURT,7,1,6
0,5,2,2022,5,0.0,YOGHURT,6,1,26
0,5,2,2022,5,0.0,YOGHURT,6,1,44
0,3,2,2022,5,0.0,YOGHURT,4,0,43
0,3,2,2022,5,0.0,YOGHURT,4,0,12
0,3,2,2022,5,0.0,YOGHURT,4,0,7
0,3,2,2022,5,0.0,YOGHURT,4,0,10
0,3,2,2022,5,0.0,YOGHURT,4,0,1
0,3,2,2022,5,0.0,YOGHURT,4,0,27
0,2,2,2022,5,0.0,YOGHURT,3,0,5
0,2,2,2022,5,0.0,YOGHURT,3,0,7
0,2,2,2022,5,0.0,YOGHURT,3,0,5
0,2,2,2022,5,0.0,YOGHURT,3,0,16
0,2,2,2022,5,0.0,YOGHURT,3,0,6
0,2,2,2022,5,0.0,YOGHURT,3,0,24
0,2,2,2022,5,0.0,YOGHURT,3,0,32
0,31,1,2022,5,0.0,YOGHURT,1,0,6
0,31,1,2022,5,0.0,YOGHURT,1,0,8
0,31,1,2022,5,0.0,YOGHURT,1,0,16
0,30,1,2022,4,0.0,YOGHURT,7,1,10
0,1,2,2022,5,0.0,YOGHURT,2,0,50
0,1,2,2022,5,0.0,YOGHURT,2,0,2
0,29,1,2022,4,0.0,YOGHURT,6,1,30
0,29,1,2022,4,0.0,YOGHURT,6,1,3
0,16,3,2022,11,0.0,YOGHURT,3,0,1
0,15,3,2022,11,0.0,YOGHURT,2,0,5
0,15,3,2022,11,0.0,YOGHURT,2,0,14
0,12,3,2022,10,33.2,YOGHURT,6,1,5
0,12,3,2022,10,33.2,YOGHURT,6,1,1
0,11,3,2022,10,0.9,YOGHURT,5,0,2
0,10,3,2022,10,0.0,YOGHURT,4,0,8
0,10,3,2022,10,0.0,YOGHURT,4,0,10
0,10,3,2022,10,0.0,YOGHURT,4,0,2
0,10,3,2022,10,0.0,YOGHURT,4,0,50
0,10,3,2022,10,0.0,YOGHURT,4,0,6
0,10,3,2022,10,0.0,YOGHURT,4,0,6
0,7,3,2022,10,0.0,YOGHURT,1,0,9
0,7,3,2022,10,0.0,YOGHURT,1,0,19
0,8,3,2022,10,0.5,YOGHURT,2,0,6
0,8,3,2022,10,0.5,YOGHURT,2,0,6
0,8,3,2022,10,0.5,YOGHURT,2,0,8
0,7,3,2022,10,0.0,YOGHURT,1,0,31
0,7,3,2022,10,0.0,YOGHURT,1,0,18
0,8,3,2022,10,0.5,YOGHURT,2,0,4
0,8,3,2022,10,0.5,YOGHURT,2,0,30
0,7,3,2022,10,0.0,YOGHURT,1,0,3
0,7,3,2022,10,0.0,YOGHURT,1,0,20
0,6,3,2022,9,0.0,YOGHURT,7,1,11
0,5,3,2022,9,0.0,YOGHURT,6,1,5
0,5,3,2022,9,0.0,YOGHURT,6,1,3
0,5,3,2022,9,0.0,YOGHURT,6,1,1
0,5,3,2022,9,0.0,YOGHURT,6,1,10
0,3,3,2022,9,0.0,YOGHURT,4,0,4
0,3,3,2022,9,0.0,YOGHURT,4,0,6
0,1,3,2022,9,0.0,YOGHURT,2,0,6
0,1,3,2022,9,0.0,YOGHURT,2,0,12
0,1,3,2022,9,0.0,YOGHURT,2,0,41
0,1,3,2022,9,0.0,YOGHURT,2,0,12
0,1,3,2022,9,0.0,YOGHURT,2,0,12
0,28,2,2022,9,0.0,YOGHURT,1,0,6
0,28,2,2022,9,0.0,YOGHURT,1,0,6
0,28,2,2022,9,0.0,YOGHURT,1,0,69
0,28,2,2022,9,0.0,YOGHURT,1,0,32
0,27,2,2022,8,0.0,YOGHURT,7,1,85
0,27,2,2022,8,0.0,YOGHURT,7,1,6
0,27,2,2022,8,0.0,YOGHURT,7,1,17
0,27,2,2022,8,0.0,YOGHURT,7,1,5
0,27,2,2022,8,0.0,YOGHURT,7,1,46
0,27,2,2022,8,0.0,YOGHURT,7,1,74
0,27,2,2022,8,0.0,YOGHURT,7,1,9
0,27,2,2022,8,0.0,YOGHURT,7,1,43
0,26,2,2022,8,3.1,YOGHURT,6,1,1
0,26,2,2022,8,3.1,YOGHURT,6,1,4
0,26,2,2022,8,3.1,YOGHURT,6,1,18
0,26,2,2022,8,3.1,YOGHURT,6,1,4
0,26,2,2022,8,3.1,YOGHURT,6,1,4
0,26,2,2022,8,3.1,YOGHURT,6,1,2
0,26,2,2022,8,3.1,YOGHURT,6,1,34
0,26,2,2022,8,3.1,YOGHURT,6,1,6
0,25,2,2022,8,0.8,YOGHURT,5,0,20
0,25,2,2022,8,0.8,YOGHURT,5,0,5
0,25,2,2022,8,0.8,YOGHURT,5,0,2
0,25,2,2022,8,0.8,YOGHURT,5,0,1
0,25,2,2022,8,0.8,YOGHURT,5,0,21
0,24,2,2022,8,1.3,YOGHURT,4,0,16
0,23,2,2022,8,0.3,YOGHURT,3,0,2
0,23,2,2022,8,0.3,YOGHURT,3,0,3
0,22,2,2022,8,0.0,YOGHURT,2,0,8
0,22,2,2022,8,0.0,YOGHURT,2,0,6
0,20,2,2022,7,0.0,YOGHURT,7,1,2
0,20,2,2022,7,0.0,YOGHURT,7,1,33
0,20,2,2022,7,0.0,YOGHURT,7,1,5
0,19,2,2022,7,0.0,YOGHURT,6,1,5
0,19,2,2022,7,0.0,YOGHURT,6,1,9
0,20,2,2022,7,0.0,YOGHURT,7,1,3
0,19,2,2022,7,0.0,YOGHURT,6,1,3
0,19,2,2022,7,0.0,YOGHURT,6,1,10
0,18,2,2022,7,0.0,YOGHURT,5,0,3
0,16,2,2022,7,0.0,YOGHURT,3,0,1
0,16,2,2022,7,0.0,YOGHURT,3,0,8
0,16,2,2022,7,0.0,YOGHURT,3,0,6
0,15,2,2022,7,0.0,YOGHURT,2,0,13
0,15,2,2022,7,0.0,YOGHURT,2,0,22
0,17,2,2022,7,0.0,YOGHURT,4,0,9
0,17,2,2022,7,0.0,YOGHURT,4,0,3
0,17,2,2022,7,0.0,YOGHURT,4,0,16
0,15,2,2022,7,0.0,YOGHURT,2,0,8
0,14,2,2022,7,0.0,YOGHURT,1,0,4
0,14,2,2022,7,0.0,YOGHURT,1,0,1
0,14,2,2022,7,0.0,YOGHURT,1,0,16
0,14,2,2022,7,0.0,YOGHURT,1,0,24
0,13,2,2022,6,0.0,YOGHURT,7,1,7
0,13,2,2022,6,0.0,YOGHURT,7,1,1
0,13,2,2022,6,0.0,YOGHURT,7,1,17
0,13,2,2022,6,0.0,YOGHURT,7,1,6
0,13,2,2022,6,0.0,YOGHURT,7,1,4
0,13,2,2022,6,0.0,YOGHURT,7,1,16
0,17,3,2022,11,0.0,YOGHURT,4,0,10
0,17,3,2022,11,0.0,YOGHURT,4,0,3
0,17,3,2022,11,0.0,YOGHURT,4,0,2
0,11,2,2022,6,0.2,YOGHURT,5,0,2
0,11,2,2022,6,0.2,YOGHURT,5,0,6
0,11,2,2022,6,0.2,YOGHURT,5,0,6
0,11,2,2022,6,0.2,YOGHURT,5,0,30
0,10,2,2022,6,0.0,YOGHURT,4,0,10
0,10,2,2022,6,0.0,YOGHURT,4,0,6
0,10,2,2022,6,0.0,YOGHURT,4,0,29
0,10,2,2022,6,0.0,YOGHURT,4,0,13
0,10,2,2022,6,0.0,YOGHURT,4,0,8
0,10,2,2022,6,0.0,YOGHURT,4,0,6
0,10,2,2022,6,0.0,YOGHURT,4,0,14
0,9,2,2022,6,0.0,YOGHURT,3,0,5
0,9,2,2022,6,0.0,YOGHURT,3,0,2
0,9,2,2022,6,0.0,YOGHURT,3,0,8
0,9,2,2022,6,0.0,YOGHURT,3,0,2
0,9,2,2022,6,0.0,YOGHURT,3,0,24
0,9,2,2022,6,0.0,YOGHURT,3,0,6
0,9,2,2022,6,0.0,YOGHURT,3,0,20
0,9,2,2022,6,0.0,YOGHURT,3,0,6
0,8,2,2022,6,0.0,YOGHURT,2,0,3
0,8,2,2022,6,0.0,YOGHURT,2,0,12
0,8,2,2022,6,0.0,YOGHURT,2,0,23
0,8,2,2022,6,0.0,YOGHURT,2,0,6
0,8,2,2022,6,0.0,YOGHURT,2,0,12
0,7,2,2022,6,0.0,YOGHURT,1,0,2
0,7,2,2022,6,0.0,YOGHURT,1,0,4
0,7,2,2022,6,0.0,YOGHURT,1,0,7
0,7,2,2022,6,0.0,YOGHURT,1,0,16
0,7,2,2022,6,0.0,YOGHURT,1,0,7
0,7,2,2022,6,0.0,YOGHURT,1,0,6
0,7,2,2022,6,0.0,YOGHURT,1,0,16
0,7,2,2022,6,0.0,YOGHURT,1,0,12
0,12,3,2022,10,33.2,YOGHURT,6,1,12
0,12,3,2022,10,33.2,YOGHURT,6,1,24
0,21,3,2022,12,0.0,YOGHURT,1,0,16
0,21,3,2022,12,0.0,YOGHURT,1,0,38
0,9,3,2022,10,0.0,YOGHURT,3,0,3
0,9,3,2022,10,0.0,YOGHURT,3,0,4
0,9,3,2022,10,0.0,YOGHURT,3,0,8
0,9,3,2022,10,0.0,YOGHURT,3,0,13
0,9,3,2022,10,0.0,YOGHURT,3,0,49
0,9,3,2022,10,0.0,YOGHURT,3,0,6
0,21,3,2022,12,0.0,YOGHURT,1,0,30
0,21,3,2022,12,0.0,YOGHURT,1,0,4
0,22,3,2022,12,0.0,YOGHURT,2,0,8
0,22,3,2022,12,0.0,YOGHURT,2,0,7
0,21,3,2022,12,0.0,YOGHURT,1,0,18
0,22,3,2022,12,0.0,YOGHURT,2,0,6
0,22,3,2022,12,0.0,YOGHURT,2,0,15
0,3,3,2022,9,0.0,YOGHURT,4,0,48
0,3,3,2022,9,0.0,YOGHURT,4,0,34
0,3,3,2022,9,0.0,YOGHURT,4,0,3
0,3,3,2022,9,0.0,YOGHURT,4,0,12
0,28,2,2022,9,0.0,YOGHURT,1,0,24
0,28,2,2022,9,0.0,YOGHURT,1,0,4
0,28,2,2022,9,0.0,YOGHURT,1,0,9
0,28,2,2022,9,0.0,YOGHURT,1,0,5
0,28,2,2022,9,0.0,YOGHURT,1,0,26
0,28,2,2022,9,0.0,YOGHURT,1,0,8
0,20,2,2022,7,0.0,YOGHURT,7,1,3
0,19,2,2022,7,0.0,YOGHURT,6,1,6
0,18,2,2022,7,0.0,YOGHURT,5,0,12
0,16,2,2022,7,0.0,YOGHURT,3,0,6
0,15,2,2022,7,0.0,YOGHURT,2,0,5
0,15,2,2022,7,0.0,YOGHURT,2,0,12
0,15,3,2022,11,0.0,YOGHURT,2,0,12
0,15,3,2022,11,0.0,YOGHURT,2,0,20
0,16,3,2022,11,0.0,YOGHURT,3,0,22
0,17,3,2022,11,0.0,YOGHURT,4,0,6
0,17,3,2022,11,0.0,YOGHURT,4,0,6
0,18,3,2022,11,0.0,YOGHURT,5,0,18
0,20,3,2022,11,0.0,YOGHURT,7,1,10
0,20,3,2022,11,0.0,YOGHURT,7,1,24
0,13,3,2022,10,20.2,YOGHURT,7,1,4
0,13,3,2022,10,20.2,YOGHURT,7,1,3
0,13,3,2022,10,20.2,YOGHURT,7,1,9
0,13,3,2022,10,20.2,YOGHURT,7,1,5
0,13,3,2022,10,20.2,YOGHURT,7,1,6
0,11,4,2022,15,38.1,YOGHURT,1,0,6
0,11,4,2022,15,38.1,YOGHURT,1,0,7
0,20,3,2022,11,0.0,YOGHURT,7,1,6
0,20,3,2022,11,0.0,YOGHURT,7,1,18
0,20,3,2022,11,0.0,YOGHURT,7,1,192
0,11,3,2022,10,0.9,YOGHURT,5,0,7
0,11,3,2022,10,0.9,YOGHURT,5,0,6
0,11,3,2022,10,0.9,YOGHURT,5,0,12
0,20,3,2022,11,0.0,YOGHURT,7,1,6
0,20,3,2022,11,0.0,YOGHURT,7,1,4
0,20,3,2022,11,0.0,YOGHURT,7,1,13
0,20,3,2022,11,0.0,YOGHURT,7,1,14
0,11,4,2022,15,38.1,YOGHURT,1,0,35
0,11,4,2022,15,38.1,YOGHURT,1,0,37
0,11,4,2022,15,38.1,YOGHURT,1,0,5
0,11,4,2022,15,38.1,YOGHURT,1,0,3
0,12,4,2022,15,6.2,YOGHURT,2,0,6
0,12,4,2022,15,6.2,YOGHURT,2,0,38
0,12,4,2022,15,6.2,YOGHURT,2,0,7
0,13,4,2022,15,15.2,YOGHURT,3,0,34
0,13,4,2022,15,15.2,YOGHURT,3,0,6
0,15,4,2022,15,0.0,YOGHURT,5,0,11
0,16,4,2022,15,0.0,YOGHURT,6,1,8
0,17,4,2022,15,0.0,YOGHURT,7,1,10
0,17,4,2022,15,0.0,YOGHURT,7,1,7
0,12,4,2022,15,6.2,YOGHURT,2,0,1
0,12,4,2022,15,6.2,YOGHURT,2,0,3
0,21,3,2022,12,0.0,YOGHURT,1,0,30
0,21,3,2022,12,0.0,YOGHURT,1,0,11
0,6,3,2022,9,0.0,YOGHURT,7,1,4
0,6,3,2022,9,0.0,YOGHURT,7,1,5
0,6,3,2022,9,0.0,YOGHURT,7,1,8
0,5,3,2022,9,0.0,YOGHURT,6,1,14
0,6,3,2022,9,0.0,YOGHURT,7,1,7
0,6,3,2022,9,0.0,YOGHURT,7,1,8
0,6,3,2022,9,0.0,YOGHURT,7,1,12
0,6,3,2022,9,0.0,YOGHURT,7,1,24
0,5,3,2022,9,0.0,YOGHURT,6,1,18
0,13,4,2022,15,15.2,YOGHURT,3,0,12
0,13,4,2022,15,15.2,YOGHURT,3,0,5
0,15,4,2022,15,0.0,YOGHURT,5,0,7
0,17,4,2022,15,0.0,YOGHURT,7,1,3
0,25,3,2022,12,0.1,YOGHURT,5,0,6
0,25,3,2022,12,0.1,YOGHURT,5,0,4
0,25,3,2022,12,0.1,YOGHURT,5,0,3
0,25,3,2022,12,0.1,YOGHURT,5,0,4
0,26,3,2022,12,0.0,YOGHURT,6,1,12
0,12,4,2022,15,6.2,YOGHURT,2,0,39
0,13,4,2022,15,15.2,YOGHURT,3,0,10
0,13,4,2022,15,15.2,YOGHURT,3,0,9
0,16,4,2022,15,0.0,YOGHURT,6,1,6
0,17,4,2022,15,0.0,YOGHURT,7,1,9
0,17,4,2022,15,0.0,YOGHURT,7,1,15
0,27,3,2022,12,0.0,YOGHURT,7,1,6
0,27,3,2022,12,0.0,YOGHURT,7,1,4
0,26,3,2022,12,0.0,YOGHURT,6,1,12
0,26,3,2022,12,0.0,YOGHURT,6,1,10
0,27,3,2022,12,0.0,YOGHURT,7,1,8
0,26,3,2022,12,0.0,YOGHURT,6,1,44
0,26,3,2022,12,0.0,YOGHURT,6,1,1
0,27,3,2022,12,0.0,YOGHURT,7,1,2
0,27,3,2022,12,0.0,YOGHURT,7,1,3
0,26,3,2022,12,0.0,YOGHURT,6,1,36
0,26,3,2022,12,0.0,YOGHURT,6,1,3
0,27,3,2022,12,0.0,YOGHURT,7,1,24
0,27,3,2022,12,0.0,YOGHURT,7,1,36
0,30,3,2022,13,0.0,YOGHURT,3,0,1
0,31,3,2022,13,0.0,YOGHURT,4,0,12
0,31,3,2022,13,0.0,YOGHURT,4,0,23
0,31,3,2022,13,0.0,YOGHURT,4,0,9
0,24,2,2022,8,1.3,YOGHURT,4,0,6
0,23,2,2022,8,0.3,YOGHURT,3,0,2
0,23,2,2022,8,0.3,YOGHURT,3,0,4
0,21,2,2022,8,0.0,YOGHURT,1,0,10
0,21,2,2022,8,0.0,YOGHURT,1,0,8
0,21,2,2022,8,0.0,YOGHURT,1,0,3
0,21,2,2022,8,0.0,YOGHURT,1,0,6
0,21,2,2022,8,0.0,YOGHURT,1,0,16
0,31,3,2022,13,0.0,YOGHURT,4,0,8
0,31,3,2022,13,0.0,YOGHURT,4,0,6
0,31,3,2022,13,0.0,YOGHURT,4,0,16
0,31,3,2022,13,0.0,YOGHURT,4,0,2
0,1,4,2022,13,0.2,YOGHURT,5,0,52
0,1,4,2022,13,0.2,YOGHURT,5,0,16
0,4,4,2022,14,0.0,YOGHURT,1,0,20
0,1,4,2022,13,0.2,YOGHURT,5,0,50
0,18,2,2022,7,0.0,YOGHURT,5,0,1
0,18,2,2022,7,0.0,YOGHURT,5,0,5
0,17,2,2022,7,0.0,YOGHURT,4,0,5
0,16,2,2022,7,0.0,YOGHURT,3,0,2
0,15,2,2022,7,0.0,YOGHURT,2,0,4
0,1,4,2022,13,0.2,YOGHURT,5,0,14
0,2,4,2022,13,0.0,YOGHURT,6,1,54
0,2,4,2022,13,0.0,YOGHURT,6,1,8
0,2,4,2022,13,0.0,YOGHURT,6,1,11
0,4,4,2022,14,0.0,YOGHURT,1,0,59
0,4,4,2022,14,0.0,YOGHURT,1,0,70
0,1,4,2022,13,0.2,YOGHURT,5,0,6
0,1,4,2022,13,0.2,YOGHURT,5,0,10
0,2,4,2022,13,0.0,YOGHURT,6,1,14
0,4,4,2022,14,0.0,YOGHURT,1,0,54
0,4,4,2022,14,0.0,YOGHURT,1,0,10
0,4,4,2022,14,0.0,YOGHURT,1,0,16
0,1,4,2022,13,0.2,YOGHURT,5,0,22
0,1,4,2022,13,0.2,YOGHURT,5,0,17
0,2,4,2022,13,0.0,YOGHURT,6,1,30
0,2,4,2022,13,0.0,YOGHURT,6,1,36
0,4,4,2022,14,0.0,YOGHURT,1,0,44
0,4,4,2022,14,0.0,YOGHURT,1,0,19
0,5,4,2022,14,4.5,YOGHURT,2,0,12
0,5,4,2022,14,4.5,YOGHURT,2,0,28
0,12,2,2022,6,19.2,YOGHURT,6,1,42
0,5,4,2022,14,4.5,YOGHURT,2,0,52
0,5,4,2022,14,4.5,YOGHURT,2,0,16
0,5,4,2022,14,4.5,YOGHURT,2,0,4
0,5,4,2022,14,4.5,YOGHURT,2,0,1
0,5,4,2022,14,4.5,YOGHURT,2,0,9
0,5,4,2022,14,4.5,YOGHURT,2,0,1
0,8,4,2022,14,22.9,YOGHURT,5,0,4
0,8,4,2022,14,22.9,YOGHURT,5,0,12
0,8,4,2022,14,22.9,YOGHURT,5,0,9
0,8,4,2022,14,22.9,YOGHURT,5,0,18
0,9,4,2022,14,32.7,YOGHURT,6,1,14
0,9,4,2022,14,32.7,YOGHURT,6,1,24
0,9,4,2022,14,32.7,YOGHURT,6,1,10
0,9,4,2022,14,32.7,YOGHURT,6,1,18
0,9,4,2022,14,32.7,YOGHURT,6,1,20
0,9,4,2022,14,32.7,YOGHURT,6,1,10
0,11,4,2022,15,38.1,YOGHURT,1,0,42
